Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
"European Equities"
"04 Jul 2025"
"All datapoints provided as of end of last active trading day."
2CRSI;FR0013341781;AL2SI;"Euronext Growth Paris";EUR;6.82;6.82;6.42;6.42;"03/07/2025 17:35";CET;218598;1433779.46;6.42;03/07/2025
74SOFTWARE;FR0011040500;74SW;"Euronext Paris";EUR;39.20;39.80;39.00;39.20;"03/07/2025 17:35";CET;2350;92612.00;39.20;03/07/2025
"AB SCIENCE";FR0010557264;AB;"Euronext Paris";EUR;1.36;1.496;1.346;1.472;"03/07/2025 17:35";CET;355920;516161.13;1.472;03/07/2025
"AB SCIENCE BSA";FR001400ZRT0;ABBS;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-;-;-
"ABC ARBITRAGE";FR0004040608;ABCA;"Euronext Paris";EUR;6.24;6.32;6.24;6.29;"03/07/2025 17:35";CET;41831;262997.54;6.29;03/07/2025
ABEO;FR0013185857;ABEO;"Euronext Paris";EUR;9.56;9.56;9.46;9.50;"03/07/2025 17:35";CET;1137;10781.02;9.50;03/07/2025
"ABIONYX PHARMA";FR0012616852;ABNX;"Euronext Paris";EUR;1.22;1.22;1.19;1.208;"03/07/2025 17:25";CET;25484;30644.83;1.208;03/07/2025
ABIVAX;FR0012333284;ABVX;"Euronext Paris";EUR;7.04;7.18;6.56;6.70;"03/07/2025 17:35";CET;117612;819553.52;6.70;03/07/2025
"ABL Diagnostics";FR001400AHX6;ABLD;"Euronext Paris";EUR;5.40;5.40;5.40;5.40;"03/07/2025 16:30";CET;101;545.40;5.40;03/07/2025
"ABO GROUP";BE0974278104;ABO;"Euronext Brussels, Paris";EUR;6.10;6.10;6.10;6.10;"03/07/2025 09:24";CET;504;3074.40;6.10;03/07/2025
"ACANTHE DEV.";FR0000064602;ACAN;"Euronext Paris";EUR;0.334;0.345;0.334;0.344;"03/07/2025 16:20";CET;49464;16902.31;0.344;03/07/2025
ACCOR;FR0000120404;AC;"Euronext Paris";EUR;45.68;46.46;45.65;46.35;"03/07/2025 17:35";CET;666898;30860672.31;46.35;03/07/2025
ACHETER-LOUER.FR;FR001400SOY2;ALALO;"Euronext Growth Paris";EUR;0.0012;0.0012;0.001;0.001;"03/07/2025 17:35";CET;28015510;31496.56;0.001;03/07/2025
ACTEOS;FR0000076861;EOS;"Euronext Paris";EUR;1.17;1.20;1.16;1.20;"03/07/2025 11:24";CET;3212;3806.86;1.20;03/07/2025
"ACTIA GROUP";FR0000076655;ALATI;"Euronext Growth Paris";EUR;3.47;3.47;3.41;3.42;"03/07/2025 17:12";CET;2311;7966.54;3.42;03/07/2025
"ACTIVIUM GROUP";FR0010979377;MLACT;"Euronext Access Paris";EUR;1.22;1.22;1.22;1.22;"01/07/2025 17:23";CET;307;374.54;1.22;03/07/2025
"ADC SIIC";BE0974269012;ALDV;"Euronext Paris";EUR;0.089;0.089;0.089;0.089;"09/06/2025 13:53";CET;613;54.56;0.089;03/07/2025
ADEUNIS;FR0013284627;ALARF;"Euronext Growth Paris";EUR;0.59;0.645;0.59;0.645;"03/07/2025 10:49";CET;1515;924.21;0.645;03/07/2025
ADOCIA;FR0011184241;ADOC;"Euronext Paris";EUR;3.90;3.90;3.795;3.83;"03/07/2025 17:35";CET;86926;334289.07;3.83;03/07/2025
"ADOCIA BSA";FR001400XVZ4;ADOBS;"Euronext Growth Paris";EUR;2.75;2.75;2.75;2.75;"31/03/2025 10:54";CET;260;715.00;2.76;03/07/2025
ADOMOS;FR001400UT31;ALADO;"Euronext Growth Paris";EUR;0.0153;0.016;0.0153;0.0158;"03/07/2025 17:12";CET;639271;9984.44;0.0158;03/07/2025
ADP;FR0010340141;ADP;"Euronext Paris";EUR;106.50;107.90;106.50;107.60;"03/07/2025 17:39";CET;61248;6577877.10;107.60;03/07/2025
ADUX;FR0012821890;ALDUX;"Euronext Growth Paris";EUR;2.48;2.54;2.48;2.52;"03/07/2025 16:05";CET;6303;15862.36;2.52;03/07/2025
ADVICENNE;FR0013296746;ALDVI;"Euronext Growth Paris";EUR;1.372;1.382;1.346;1.372;"03/07/2025 17:35";CET;31055;42416.53;1.372;03/07/2025
"ADVICENNE DS";FR00140110T8;ALDDS;"Euronext Growth Paris";EUR;0.0001;0.0001;0.0001;0.0001;"03/07/2025 13:12";CET;7654;0.72;0.0001;03/07/2025
ADVINI;FR0000053043;ALAVI;"Euronext Growth Paris";EUR;12.90;12.90;12.90;12.90;"03/07/2025 13:28";CET;100;1290.00;12.90;03/07/2025
"AELIS FARMA";FR0014007ZB4;AELIS;"Euronext Paris";EUR;0.968;0.97;0.96;0.97;"03/07/2025 17:35";CET;5193;5029.73;0.97;03/07/2025
"AERKOMM INC";US00774B2088;AKOM;"Euronext Paris";EUR;2.80;2.80;2.80;2.80;"15/05/2025 09:00";CET;8;22.40;2.80;03/07/2025
"AFFLUENT MED BSAR";FR001400FL38;AFMBS;"Euronext Paris";EUR;0.0005;0.0005;0.0005;0.0005;"01/07/2025 16:10";CET;317;0.16;0.0005;03/07/2025
"AFFLUENT MEDICAL";FR0013333077;AFME;"Euronext Paris";EUR;1.31;1.325;1.31;1.325;"03/07/2025 17:00";CET;524;688.02;1.325;03/07/2025
AFYREN;FR0014005AC9;ALAFY;"Euronext Growth Paris";EUR;2.66;2.70;2.66;2.69;"03/07/2025 17:35";CET;17969;48095.78;2.69;03/07/2025
AG3I;FR0011908045;MLAGI;"Euronext Access Paris";EUR;0.64;0.64;0.64;0.64;"29/05/2025 16:30";CET;6;3.84;0.64;03/07/2025
"AGENCE AUTO";FR0014005WE9;MLAA;"Euronext Access Paris";EUR;0.60;0.60;0.60;0.60;"04/06/2025 16:30";CET;108;64.80;0.60;03/07/2025
"AGP MALAGA SOCIMI";ES0105478004;MLAGP;"Euronext Access Paris";EUR;2.96;2.96;2.96;2.96;"16/05/2024 11:30";CET;61302;181453.92;2.90;03/07/2025
AGRIPOWER;FR0013452281;ALAGP;"Euronext Growth Paris";EUR;1.045;1.05;1.00;1.05;"03/07/2025 17:29";CET;5939;5986.01;1.05;03/07/2025
AGROGENERATION;FR0010641449;ALAGR;"Euronext Growth Paris";EUR;0.041;0.044;0.039;0.0394;"03/07/2025 17:12";CET;547844;22084.64;0.0394;03/07/2025
"AIR FRANCE -KLM";FR001400J770;AF;"Euronext Paris, Amsterdam";EUR;10.025;10.13;9.758;9.902;"03/07/2025 17:35";CET;1406773;13948220.81;9.902;03/07/2025
"AIR LIQUIDE";FR0000120073;AI;"Euronext Paris";EUR;176.28;177.00;175.20;175.94;"03/07/2025 17:35";CET;494241;86948380.93;175.94;03/07/2025
AIRBUS;NL0000235190;AIR;"Euronext Paris";EUR;176.00;177.12;174.36;176.76;"03/07/2025 17:36";CET;813313;143346744.07;176.76;03/07/2025
AIRWELL;FR0014003V77;ALAIR;"Euronext Growth Paris";EUR;1.435;1.56;1.39;1.56;"03/07/2025 17:04";CET;17384;24924.96;1.56;03/07/2025
AKWEL;FR0000053027;AKW;"Euronext Paris";EUR;8.56;8.56;8.40;8.44;"03/07/2025 17:35";CET;2780;23554.38;8.44;03/07/2025
"ALAN ALLMAN";FR0000062465;AAA;"Euronext Paris";EUR;4.19;4.30;4.00;4.30;"03/07/2025 14:48";CET;177;727.18;4.30;03/07/2025
ALCHIMIE;FR0014000JX7;ALCHI;"Euronext Growth Paris";EUR;0.07;0.0708;0.06;0.06;"26/06/2025 17:35";CET;68337;4374.54;0.06;03/07/2025
"ALPES (COMPAGNIE)";FR0000053324;CDA;"Euronext Paris";EUR;20.30;20.80;20.30;20.75;"03/07/2025 17:35";CET;61466;1264815.55;20.75;03/07/2025
ALSTOM;FR0010220475;ALO;"Euronext Paris";EUR;19.76;19.855;19.09;19.09;"03/07/2025 17:35";CET;1512200;29080503.69;19.09;03/07/2025
ALTAMIR;FR0000053837;LTA;"Euronext Paris";EUR;28.60;28.80;28.60;28.60;"03/07/2025 17:35";CET;4238;121611.60;28.60;03/07/2025
ALTAREA;FR0000033219;ALTA;"Euronext Paris";EUR;104.00;104.40;101.60;102.80;"03/07/2025 17:35";CET;10695;1100976.20;102.80;03/07/2025
ALTAREIT;FR0000039216;AREIT;"Euronext Paris";EUR;520.00;520.00;520.00;520.00;"03/07/2025 09:00";CET;1;520.00;520.00;03/07/2025
ALTEN;FR0000071946;ATE;"Euronext Paris";EUR;77.05;79.15;76.90;78.85;"03/07/2025 17:35";CET;65632;5163235.25;78.85;03/07/2025
ALTHEORA;FR0000061244;ALORA;"Euronext Growth Paris";EUR;0.424;0.432;0.422;0.422;"03/07/2025 16:53";CET;14418;6186.38;0.422;03/07/2025
ALVEEN;FR0013253812;MLALV;"Euronext Access Paris";EUR;0.123;0.123;0.123;0.123;"06/06/2025 11:30";CET;300;36.90;0.123;03/07/2025
"AMA CORPORATION";GB00BNKGZC51;ALAMA;"Euronext Growth Paris";EUR;0.24;0.24;0.24;0.24;"03/07/2025 15:19";CET;62;14.88;0.24;03/07/2025
"AMATHEON AGRI";NL0010273694;MLAAH;"Euronext Access Paris";EUR;0.0295;0.0295;0.0295;0.0295;"03/07/2025 11:30";CET;1;0.03;0.0295;03/07/2025
AMOEBA;FR0011051598;ALMIB;"Euronext Growth Paris";EUR;0.995;1.058;0.977;1.056;"03/07/2025 17:35";CET;469168;479889.55;1.056;03/07/2025
"AMPLITUDE SURGICAL";FR0012789667;AMPLI;"Euronext Paris";EUR;6.20;6.20;6.20;6.20;"03/07/2025 13:52";CET;70;434.00;6.20;03/07/2025
AMUNDI;FR0004125920;AMUN;"Euronext Paris";EUR;68.80;69.35;68.60;69.25;"03/07/2025 17:39";CET;87840;6073588.08;69.25;03/07/2025
"ANDINO GLOBAL";ES0105744009;MLAIG;"Euronext Access Paris";EUR;3.00;3.00;3.00;3.00;"03/07/2025 11:30";CET;1000;3000.00;3.00;03/07/2025
"ANTIN INFRA PARTN";FR0014005AL0;ANTIN;"Euronext Paris";EUR;11.86;12.24;11.86;12.22;"03/07/2025 17:35";CET;36556;443199.86;12.22;03/07/2025
APERAM;LU0569974404;APAM;"Euronext Amsterdam, Brussels, Paris";EUR;28.32;28.32;27.04;27.18;"03/07/2025 17:35";CET;205012;5621825.18;27.18;03/07/2025
"APODACA INVERSIONE";ES0105658001;MLASO;"Euronext Access Paris";EUR;70.00;70.00;70.00;70.00;"07/11/2022 00:00";CET;-;-;68.50;03/07/2025
AQUILA;FR0010340711;ALAQU;"Euronext Growth Paris";EUR;3.78;3.78;3.70;3.70;"03/07/2025 16:30";CET;147;547.66;3.70;03/07/2025
"ARAMIS GROUP";FR0014003U94;ARAMI;"Euronext Paris";EUR;7.64;7.76;7.64;7.70;"03/07/2025 17:35";CET;15583;120082.01;7.70;03/07/2025
"ARCELORMITTAL SA";LU1598757687;MT;"Euronext Amsterdam, Paris";EUR;28.03;28.31;27.63;27.84;"03/07/2025 17:35";CET;1675067;46690039.62;27.84;03/07/2025
ARCHOS;FR001400KO61;ALJXR;"Euronext Growth Paris";EUR;0.2395;0.251;0.22;0.25;"03/07/2025 17:36";CET;912701;218856.42;0.25;03/07/2025
ARCURE;FR0013398997;ALCUR;"Euronext Growth Paris";EUR;4.82;4.82;4.58;4.59;"03/07/2025 17:28";CET;14397;67922.29;4.59;03/07/2025
"ARDOIN ST AMAND A";FR0005057635;MLARD;"Euronext Access Paris";EUR;170.00;170.00;170.00;170.00;"16/06/2025 16:30";CET;13;2210.00;170.00;03/07/2025
"ARDOIN ST AMAND B";FR0004070795;ARDO;"Euronext Access Paris";EUR;72.00;72.00;72.00;72.00;"03/08/2020 16:30";CET;2;144.00;72.00;03/07/2025
"AREF THALASSA";ES0105661005;MLARE;"Euronext Access Paris";EUR;8.75;8.75;8.75;8.75;"17/11/2022 00:00";CET;-;-;8.75;03/07/2025
ARGAN;FR0010481960;ARG;"Euronext Paris";EUR;63.90;64.50;63.60;64.00;"03/07/2025 17:35";CET;7445;476848.60;64.00;03/07/2025
"ARIMELIA ITG";ES0105601001;MLARI;"Euronext Access Paris";EUR;2.97;2.97;2.97;2.97;"17/09/2021 00:00";CET;-;-;2.98;03/07/2025
ARKEMA;FR0010313833;AKE;"Euronext Paris";EUR;66.25;66.75;62.95;62.95;"03/07/2025 17:36";CET;401511;25590533.85;62.95;03/07/2025
"AROCA DEL PINAR";ES0105486007;MLARO;"Euronext Access Paris";EUR;14.60;14.60;14.60;14.60;"16/08/2020 00:00";CET;-;-;14.30;03/07/2025
ARTEA;FR0012185536;ARTE;"Euronext Paris";EUR;11.20;11.40;11.20;11.40;"03/07/2025 17:13";CET;24;270.80;11.40;03/07/2025
"ARTMARKET COM";FR0000074783;PRC;"Euronext Paris";EUR;4.26;4.49;4.24;4.36;"03/07/2025 17:21";CET;9917;43096.46;4.36;03/07/2025
"ARTOIS NOM.";FR0000076952;ARTO;"Euronext Paris";EUR;9300.00;9300.00;9300.00;9300.00;"03/07/2025 17:04";CET;1;9300.00;9300.00;03/07/2025
"ARVERNE GROUP";FR001400JWR8;ARVEN;"Euronext Paris";EUR;5.05;5.10;5.05;5.10;"03/07/2025 16:36";CET;2488;12565.15;5.10;03/07/2025
"ARVERNE WARRANT";FR0014003AC4;ARVBS;"Euronext Paris";EUR;0.05;0.05;0.05;0.05;"14/04/2025 09:18";CET;133110;6655.50;0.05;03/07/2025
"ASHLER ET MANSON";FR0012968485;MLAEM;"Euronext Access Paris";EUR;2.32;2.32;2.32;2.32;"03/07/2025 11:30";CET;7;16.24;2.32;03/07/2025
ASSYSTEM;FR0000074148;ASY;"Euronext Paris";EUR;42.20;42.75;42.20;42.35;"03/07/2025 17:35";CET;4371;185459.45;42.35;03/07/2025
"ASTICKSO XXI";ES0105708004;MLAST;"Euronext Access Paris";EUR;9.85;9.85;9.85;9.85;"20/07/2023 00:00";CET;-;-;9.85;03/07/2025
ATARI;FR0010478248;ALATA;"Euronext Growth Paris";EUR;0.162;0.165;0.162;0.1645;"03/07/2025 17:26";CET;239914;39047.12;0.1645;03/07/2025
ATEME;FR0011992700;ATEME;"Euronext Paris";EUR;4.60;4.83;4.60;4.76;"03/07/2025 17:23";CET;6145;28814.75;4.76;03/07/2025
ATLAND;FR0013455482;ATLD;"Euronext Paris";EUR;45.80;45.80;45.70;45.80;"03/07/2025 17:37";CET;705;32279.40;45.80;03/07/2025
ATON;FR0004153930;ALTAO;"Euronext Growth Paris";EUR;0.0082;0.0086;0.0082;0.0084;"03/07/2025 14:33";CET;217022;1853.46;0.0084;03/07/2025
ATOS;FR001400X2S4;ATO;"Euronext Paris";EUR;31.495;32.215;31.09;31.22;"03/07/2025 17:38";CET;123450;3907699.15;31.22;03/07/2025
AUBAY;FR0000063737;AUB;"Euronext Paris";EUR;50.50;50.90;50.50;50.90;"03/07/2025 17:35";CET;2419;122785.50;50.90;03/07/2025
AUDACIA;FR00140059B5;ALAUD;"Euronext Growth Paris";EUR;3.64;3.68;3.56;3.68;"03/07/2025 16:57";CET;241;880.26;3.68;03/07/2025
"AUGROS COSMETIC";FR0000061780;AUGR;"Euronext Paris";EUR;7.00;7.00;7.00;7.00;"30/06/2025 11:30";CET;541;3787.00;7.00;03/07/2025
"AUPLATA MINING GR";FR0013410370;ALAMG;"Euronext Growth Paris";EUR;0.0015;0.0016;0.0014;0.0015;"09/07/2024 17:35";CET;10732829;16211.99;0.0015;03/07/2025
AUREA;FR0000039232;AURE;"Euronext Paris";EUR;5.76;5.76;5.60;5.72;"03/07/2025 17:25";CET;445;2537.96;5.72;03/07/2025
"AVENIR TELECOM";FR001400CFI7;AVT;"Euronext Paris";EUR;0.0324;0.0328;0.0314;0.0326;"03/07/2025 17:14";CET;305915;9834.40;0.0326;03/07/2025
AVENTADOR;FR001400IV58;ALAVE;"Euronext Growth Paris";EUR;0.0006;0.0008;0.0006;0.0008;"12/11/2024 09:49";CET;269500;171.70;0.0008;03/07/2025
AXA;FR0000120628;CS;"Euronext Paris";EUR;40.84;41.40;40.76;41.40;"03/07/2025 17:36";CET;3463535;142970438.94;41.40;03/07/2025
AYVENS;FR0013258662;AYV;"Euronext Paris";EUR;9.59;9.665;9.535;9.59;"03/07/2025 17:35";CET;421068;4042966.30;9.59;03/07/2025
"AZ LEASING";IT0004812258;MLAZL;"Euronext Access Paris";EUR;0.625;0.625;0.625;0.625;"06/03/2024 11:30";CET;16;10.00;0.625;03/07/2025
"AZOREAN TECH";PTAZR0AM0006;MLAAT;"Euronext Access Paris";EUR;0.17;0.17;0.17;0.17;"23/06/2025 11:30";CET;1000;170.00;0.17;03/07/2025
BAIKOWSKI;FR0013384369;ALBKK;"Euronext Growth Paris";EUR;21.40;21.40;20.20;20.40;"03/07/2025 17:35";CET;580;11890.00;20.40;03/07/2025
"BAINS MER MONACO";MC0000031187;BAIN;"Euronext Paris";EUR;103.00;103.00;101.50;103.00;"03/07/2025 17:35";CET;151;15368.50;103.00;03/07/2025
BALYO;FR0013258399;BALYO;"Euronext Paris";EUR;0.40;0.40;0.395;0.399;"03/07/2025 15:08";CET;4522;1803.61;0.399;03/07/2025
"BARBARA BUI";FR0000062788;BUI;"Euronext Paris";EUR;3.86;3.86;3.86;3.86;"12/06/2025 16:30";CET;40;154.40;3.86;03/07/2025
"BARINGS CORE SPAIN";ES0105362000;MLBAR;"Euronext Access Paris";EUR;1.50;1.50;1.50;1.50;"18/09/2018 00:00";CET;-;-;0.505;03/07/2025
BASSAC;FR0004023208;BASS;"Euronext Paris";EUR;58.80;58.80;57.60;57.60;"03/07/2025 17:35";CET;183;10630.80;57.60;03/07/2025
"BASTIDE LE CONFORT";FR0000035370;BLC;"Euronext Paris";EUR;31.00;31.65;31.00;31.50;"03/07/2025 17:35";CET;5589;174907.20;31.50;03/07/2025
"BD MULTI MEDIA";FR0000035305;ALBDM;"Euronext Growth Paris";EUR;9.48;10.40;8.54;10.30;"03/07/2025 17:38";CET;135818;1293421.04;10.30;03/07/2025
"BEBO HEALTH";CH1148983609;MLBBO;"Euronext Access Paris";EUR;1.79;1.79;1.79;1.79;"16/04/2025 11:31";CET;160;286.40;1.79;03/07/2025
BELIEVE;FR0014003FE9;BLV;"Euronext Paris";EUR;17.14;17.16;17.14;17.16;"03/07/2025 17:35";CET;706;12101.12;17.16;03/07/2025
BENETEAU;FR0000035164;BEN;"Euronext Paris";EUR;8.21;8.24;8.15;8.18;"03/07/2025 17:35";CET;64158;524681.92;8.18;03/07/2025
"BERNARD LOISEAU";FR0000066961;ALDBL;"Euronext Growth Paris";EUR;3.26;3.26;3.02;3.02;"03/07/2025 16:30";CET;1760;5377.60;3.02;03/07/2025
BIC;FR0000120966;BB;"Euronext Paris";EUR;53.80;54.30;53.80;53.90;"03/07/2025 17:35";CET;21399;1154482.40;53.90;03/07/2025
"BIGBEN INTERACTIVE";FR0000074072;BIG;"Euronext Paris";EUR;1.37;1.44;1.304;1.354;"03/07/2025 17:35";CET;237089;328422.70;1.354;03/07/2025
BILENDI;FR0004174233;ALBLD;"Euronext Growth Paris";EUR;23.70;24.30;23.70;24.20;"03/07/2025 17:35";CET;4856;116431.90;24.20;03/07/2025
"BIO INOX";FR001400UBS7;MLNOX;"Euronext Access Paris";EUR;-;-;-;9.49;"19/12/2024 00:00";CET;-;-;9.50;03/07/2025
"BIO-UV GROUP";FR0013345493;ALTUV;"Euronext Growth Paris";EUR;1.872;1.92;1.872;1.90;"03/07/2025 17:22";CET;12053;22920.56;1.90;03/07/2025
BIOMERIEUX;FR0013280286;BIM;"Euronext Paris";EUR;118.30;119.00;117.70;119.00;"03/07/2025 17:35";CET;78196;9285518.50;119.00;03/07/2025
BIOPHYTIS;FR001400OLP5;ALBPS;"Euronext Growth Paris";EUR;0.1364;0.1364;0.131;0.131;"16/06/2025 17:35";CET;105751;14036.25;0.131;03/07/2025
"BIOPHYTIS BSA";FR001400YN90;BPYBS;"Euronext Growth Paris";EUR;0.02;0.02;0.02;0.02;"08/04/2025 13:30";CET;223000;4460.00;0.02;03/07/2025
"BIOPHYTIS BSA";FR001400LN79;BPBS;"Euronext Growth Paris";EUR;0.0005;0.0005;0.0005;0.0005;"20/06/2025 13:08";CET;8000;4.00;0.0005;03/07/2025
BIOSENIC;BE0974280126;BIOS;"Euronext Brussels, Paris";EUR;0.0023;0.0025;0.0023;0.0023;"03/07/2025 17:35";CET;866860;2050.14;0.0023;03/07/2025
BIOSYNEX;FR0011005933;ALBIO;"Euronext Growth Paris";EUR;1.25;1.255;1.22;1.25;"03/07/2025 17:04";CET;4197;5207.31;1.25;03/07/2025
BLEECKER;FR0000062150;BLEE;"Euronext Paris";EUR;122.00;122.00;122.00;122.00;"30/05/2025 16:30";CET;4;488.00;122.00;03/07/2025
"BLOCKCH GR BSA 26";FR001400YPQ3;TBGBS;"Euronext Growth Paris";EUR;0.483;0.518;0.4465;0.512;"03/07/2025 17:35";CET;573454;274123.10;0.512;03/07/2025
"BLUE SHARK POWER";FR0013340973;MLBSP;"Euronext Access Paris";EUR;6.85;6.85;6.85;6.85;"03/03/2025 11:30";CET;1;6.85;6.85;03/07/2025
BLUELINEA;FR0011041011;ALBLU;"Euronext Growth Paris";EUR;0.545;0.545;0.505;0.53;"03/07/2025 17:26";CET;1892;996.32;0.53;03/07/2025
"BLUELINEA DS";FR0014010S08;BLUDS;"Euronext Growth Paris";EUR;0.0005;0.001;0.0005;0.001;"03/07/2025 16:23";CET;1165;0.86;0.001;03/07/2025
"BNP PARIBAS ACT.A";FR0000131104;BNP;"Euronext Paris";EUR;76.92;77.11;76.25;76.58;"03/07/2025 17:39";CET;1355567;103862725.54;76.58;03/07/2025
"BOA CONCEPT";FR0011365907;ALBOA;"Euronext Growth Paris";EUR;20.50;20.50;20.50;20.50;"03/07/2025 09:00";CET;1;20.50;20.50;03/07/2025
"BODY ONE";FR0010106039;MLONE;"Euronext Access Paris";EUR;0.318;0.318;0.318;0.318;"01/07/2025 16:30";CET;32;10.18;0.318;03/07/2025
BOIRON;FR0000061129;BOI;"Euronext Paris";EUR;22.80;22.80;22.35;22.45;"03/07/2025 17:39";CET;404;9108.60;22.45;03/07/2025
BOLLORE;FR0000039299;BOL;"Euronext Paris";EUR;5.315;5.335;5.30;5.33;"03/07/2025 17:35";CET;807945;4303826.11;5.33;03/07/2025
BONDUELLE;FR0000063935;BON;"Euronext Paris";EUR;8.80;8.80;8.70;8.72;"03/07/2025 17:35";CET;14175;123695.94;8.72;03/07/2025
BONYF;BE6333353298;MLBON;"Euronext Access Paris";EUR;12.90;12.90;12.90;12.90;"30/06/2025 16:30";CET;8;103.20;12.90;03/07/2025
BOOSTHEAT;FR001400OS22;ALBOO;"Euronext Growth Paris";EUR;0.0012;0.0014;0.0012;0.0014;"03/07/2025 15:06";CET;5532000;7394.80;0.0014;03/07/2025
"BOURRELIER GROUP";FR0000054421;ALBOU;"Euronext Growth Paris";EUR;50.00;50.00;50.00;50.00;"03/07/2025 11:30";CET;10;500.00;50.00;03/07/2025
"BOURSE DIRECT";FR0000074254;BSD;"Euronext Paris";EUR;4.38;4.39;4.33;4.39;"03/07/2025 17:35";CET;2418;10577.95;4.39;03/07/2025
BOUYGUES;FR0000120503;EN;"Euronext Paris";EUR;39.05;39.23;38.67;39.14;"03/07/2025 17:35";CET;542848;21200203.99;39.14;03/07/2025
BROADPEAK;FR001400AJZ7;ALBPK;"Euronext Growth Paris";EUR;1.90;1.90;1.785;1.875;"03/07/2025 16:08";CET;8785;16215.72;1.875;03/07/2025
"BUREAU VERITAS";FR0006174348;BVI;"Euronext Paris";EUR;28.08;28.18;27.98;28.10;"03/07/2025 17:35";CET;525932;14776569.00;28.10;03/07/2025
BURELLE;FR0000061137;BUR;"Euronext Paris";EUR;360.00;361.00;356.00;361.00;"03/07/2025 17:35";CET;15;5375.00;361.00;03/07/2025
"CA TOULOUSE 31 CCI";FR0000045544;CAT31;"Euronext Paris";EUR;88.51;88.51;88.00;88.05;"03/07/2025 16:17";CET;118;10439.62;88.05;03/07/2025
CABASSE;FR001400DIY6;ALCAB;"Euronext Growth Paris";EUR;0.0816;0.0816;0.0616;0.0692;"03/07/2025 17:35";CET;229029;15982.61;0.0692;03/07/2025
CAFOM;FR0010151589;ALCAF;"Euronext Growth Paris";EUR;8.50;8.50;8.50;8.50;"03/07/2025 12:18";CET;26;221.00;8.50;03/07/2025
"CAMBODGE NOM.";FR001400SUB7;CBDG;"Euronext Paris";EUR;97.00;97.50;97.00;97.50;"03/07/2025 16:30";CET;101;9834.50;97.50;03/07/2025
CAPELLI;FR0012969095;ALCAP;"Euronext Growth Paris";EUR;3.08;3.09;3.08;3.08;"09/09/2024 15:10";CET;240;739.80;3.08;03/07/2025
CAPGEMINI;FR0000125338;CAP;"Euronext Paris";EUR;144.90;146.55;144.35;146.45;"03/07/2025 17:37";CET;217793;31810518.15;146.45;03/07/2025
CARBIOS;FR0011648716;ALCRB;"Euronext Growth Paris";EUR;7.28;7.36;7.18;7.24;"03/07/2025 17:35";CET;37281;269404.62;7.24;03/07/2025
CARMAT;FR0010907956;ALCAR;"Euronext Growth Paris";EUR;0.3365;0.3495;0.321;0.346;"03/07/2025 17:35";CET;796573;269630.45;0.346;03/07/2025
CARMILA;FR0010828137;CARM;"Euronext Paris";EUR;16.80;16.98;16.80;16.82;"03/07/2025 17:38";CET;59883;1008709.82;16.82;03/07/2025
"CARPINIENNE PART.";FR0000064156;CARP;"Euronext Paris";EUR;6.30;6.30;6.30;6.30;"21/08/2023 11:30";CET;110;693.00;6.30;03/07/2025
CARREFOUR;FR0000120172;CA;"Euronext Paris";EUR;12.31;12.49;12.31;12.335;"03/07/2025 17:35";CET;2869874;35524268.39;12.335;03/07/2025
"CASINO BSA1";FR001400OJ72;COBS1;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-;-;-
"CASINO BSA3";FR001400OJ98;COBS3;"Euronext Paris";EUR;0.0005;0.0005;0.0005;0.0005;"02/07/2025 11:10";CET;5424;2.71;0.0005;03/07/2025
"CASINO GUICHARD";FR001400OKR3;CO;"Euronext Paris";EUR;0.47;0.4768;0.446;0.446;"03/07/2025 17:35";CET;561837;260351.17;0.446;03/07/2025
"CATANA GROUP";FR0010193052;ALCAT;"Euronext Growth Paris";EUR;3.46;3.46;3.40;3.425;"03/07/2025 17:35";CET;20687;71167.87;3.425;03/07/2025
"CATERING INTL SCES";FR0000064446;ALCIS;"Euronext Growth Paris";EUR;9.48;9.58;9.48;9.56;"03/07/2025 14:40";CET;737;7017.28;9.56;03/07/2025
CBI;FR0014007LW0;ALCBI;"Euronext Growth Paris";EUR;1.175;1.25;1.025;1.045;"03/07/2025 17:35";CET;1535860;1678968.18;1.045;03/07/2025
"CBI BSA A";FR001400O416;CBBSA;"Euronext Growth Paris";EUR;0.015;0.015;0.013;0.014;"03/07/2025 17:35";CET;989657;13534.35;0.014;03/07/2025
"CBI BSA B";FR001400O408;CBSAB;"Euronext Growth Paris";EUR;0.013;0.015;0.011;0.015;"03/07/2025 15:25";CET;85903;1173.25;0.015;03/07/2025
"CBO TERRITORIA";FR0010193979;CBOT;"Euronext Paris";EUR;3.64;3.65;3.64;3.64;"03/07/2025 17:28";CET;10647;38779.04;3.64;03/07/2025
CEGEDIM;FR0000053506;CGM;"Euronext Paris";EUR;10.45;10.55;10.45;10.55;"03/07/2025 17:38";CET;16890;177743.75;10.55;03/07/2025
CELLECTIS;FR0010425595;ALCLS;"Euronext Growth Paris";EUR;1.37;1.41;1.352;1.376;"03/07/2025 17:35";CET;100640;139620.29;1.376;03/07/2025
